Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
32900341	2018-06-02	European Union	International Government Organization,Regional Diplomatic IGOs,Regional	NA	Make statement	010	0	United Kingdom	NA	United Kingdom	47410653	3	Agence Europe	Brussels	(Bruxelles-Capitale)	Bruxelles-Capitale	Belgium	50.8504	4.34878
32900243	2018-06-02	Council of Europe	International Government Organization,Regional Diplomatic IGOs,Regional	NA	Make an appeal or request	020	3	Other Authorities / Officials (Hungary)	Government	Hungary	47410655	4	Agence Europe	NA	NA	NA	Hungary	47.498	19.0399
32900244	2018-06-02	Council of Europe	International Government Organization,Regional Diplomatic IGOs,Regional	NA	Criticize or denounce	111	-2	Other Authorities / Officials (Hungary)	Government	Hungary	47410655	4	Agence Europe	NA	NA	NA	Hungary	47.498	19.0399
32897578	2018-06-02	Netherlands	NA	Netherlands	Reduce relations	160	-4	Poland	NA	Poland	47410657	6	Agence Europe	NA	NA	NA	Netherlands	52.374	4.88969
32900241	2018-06-02	European Parliament	International Government Organization,Regional Diplomatic IGOs,Regional	NA	Make an appeal or request	020	3	Other Authorities / Officials (Sudan)	Government	Sudan	47410658	1	Agence Europe	Strasbourg	Departement du Bas-Rhin	Region Alsace	France	48.5836	7.74806
32900242	2018-06-02	European Parliament	International Government Organization,Regional Diplomatic IGOs,Regional	NA	Make an appeal or request	020	3	Other Authorities / Officials (Sudan)	Government	Sudan	47410658	3	Agence Europe	NA	NA	NA	Sudan	15.5466	32.5336
32900355	2018-06-02	Israeli Defense Forces	Government,Military	Israel	fight with small arms and light weapons	193	-10	Attacker (Palestinian Territory, Occupied)	Criminals / Gangs,Dissident	Occupied Palestinian Territory	47410725	1	Xinhua News Agency	Hebron	NA	West Bank	Occupied Palestinian Territory	31.5294	35.0938
32897448	2018-06-02	Government (Jordan)	Government	Jordan	Express intent to cooperate	030	4	House of Representatives (Jordan)	Government,Legislative / Parliamentary	Jordan	47410738	1	Xinhua News Agency	Amman	NA	Muhafazat `Amman	Jordan	31.9552	35.945
32897449	2018-06-02	House of Representatives (Jordan)	Government,Legislative / Parliamentary	Jordan	Express intent to cooperate	030	4	Government (Jordan)	Government	Jordan	47410738	1	Xinhua News Agency	Amman	NA	Muhafazat `Amman	Jordan	31.9552	35.945
32897450	2018-06-02	Government (Jordan)	Government	Jordan	Express intent to cooperate	030	4	House of Representatives (Jordan)	Government,Legislative / Parliamentary	Jordan	47410738	2	Xinhua News Agency	Amman	NA	Muhafazat `Amman	Jordan	31.9552	35.945
32897451	2018-06-02	House of Representatives (Jordan)	Government,Legislative / Parliamentary	Jordan	Express intent to cooperate	030	4	Government (Jordan)	Government	Jordan	47410738	2	Xinhua News Agency	Amman	NA	Muhafazat `Amman	Jordan	31.9552	35.945
32897446	2018-06-02	Hani Al-Mulqi	Defense / Security Ministry,Elite,Government,Executive Office,Cabinet,Executive	Jordan	Make statement	010	0	Jordan	NA	Jordan	47410738	3	Xinhua News Agency	Amman	NA	Muhafazat `Amman	Jordan	31.9552	35.945
32897452	2018-06-02	House of Representatives (Jordan)	Government,Legislative / Parliamentary	Jordan	Consult	040	1	Representatives (Jordan)	Government,Legislative / Parliamentary	Jordan	47410738	3	Xinhua News Agency	Amman	NA	Muhafazat `Amman	Jordan	31.9552	35.945
32897453	2018-06-02	Representatives (Jordan)	Government,Legislative / Parliamentary	Jordan	Consult	040	1	House of Representatives (Jordan)	Government,Legislative / Parliamentary	Jordan	47410738	3	Xinhua News Agency	Amman	NA	Muhafazat `Amman	Jordan	31.9552	35.945
32897447	2018-06-02	House of Representatives (Jordan)	Government,Legislative / Parliamentary	Jordan	Make statement	010	0	Government (Jordan)	Government	Jordan	47410738	4	Xinhua News Agency	Amman	NA	Muhafazat `Amman	Jordan	31.9552	35.945
32897454	2018-06-02	Citizen (Jordan)	General Population / Civilian / Social,Social	Jordan	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified	NA	47410738	5	Xinhua News Agency	Amman	NA	Muhafazat `Amman	Jordan	31.9552	35.945
32897586	2018-06-02	Assemblies (Cuba)	Government,Legislative / Parliamentary	Cuba	Praise or endorse	051	3.4	Cabinet / Council of Ministers / Advisors (Cuba)	Cabinet,Executive,Government	Cuba	47410739	2	Reuters News	Havana	NA	Provincia de La Habana	Cuba	23.133	-82.383
32897587	2018-06-02	Citizen (Georgia)	General Population / Civilian / Social,Social	Georgia	Express intent to meet or negotiate	036	4	Giorgi Gakharia	Government,Interior / Home Ministry,Executive	Georgia	47410740	2	Prime-News (Georgia)	Tbilisi	NA	K'alak'i T'bilisi	Georgia	41.6941	44.8337
32897589	2018-06-02	Citizen (Georgia)	General Population / Civilian / Social,Social	Georgia	Reject	120	-4	Domestic Affairs (Georgia)	Government,Interior / Home Ministry,Executive	Georgia	47410740	3	Prime-News (Georgia)	Tbilisi	NA	K'alak'i T'bilisi	Georgia	41.6941	44.8337
32897588	2018-06-02	Giorgi Gakharia	Government,Interior / Home Ministry,Executive	Georgia	Express intent to meet or negotiate	036	4	Citizen (Georgia)	General Population / Civilian / Social,Social	Georgia	47410740	6	Prime-News (Georgia)	Tbilisi	NA	K'alak'i T'bilisi	Georgia	41.6941	44.8337
32897445	2018-06-02	Giorgi Gakharia	Government,Interior / Home Ministry,Executive	Georgia	Express intent to meet or negotiate	036	4	Citizen (Georgia)	General Population / Civilian / Social,Social	Georgia	47410741	2	Prime-News (Georgia)	Tbilisi	NA	K'alak'i T'bilisi	Georgia	41.6941	44.8337
32897444	2018-06-02	Lawyer/Attorney (Georgia)	Legal,Social	Georgia	Consult	040	1	Ministry (Georgia)	Government	Georgia	47410742	2	Prime-News (Georgia)	Tbilisi	NA	K'alak'i T'bilisi	Georgia	41.6941	44.8337
32897443	2018-06-02	Ministry (Georgia)	Government	Georgia	Consult	040	1	Lawyer/Attorney (Georgia)	Legal,Social	Georgia	47410742	2	Prime-News (Georgia)	Tbilisi	NA	K'alak'i T'bilisi	Georgia	41.6941	44.8337
32900357	2018-06-02	Militant (Palestinian Territory, Occupied)	Unidentified Forces	Occupied Palestinian Territory	fight with artillery and tanks	194	-10	Israel	NA	Israel	47410749	1	Reuters News	Jerusalem	NA	Jerusalem District	Israel	31.769	35.2163
32900356	2018-06-02	Islamic Jihad	Muslim,Dissident,International Religious,Organized Violent	Occupied Palestinian Territory	fight with small arms and light weapons	193	-10	Israel	NA	Israel	47410749	5	Reuters News	Gaza	NA	Gaza Strip	Occupied Palestinian Territory	31.5	34.4667
32897590	2018-06-02	Bharatiya Janata	Parties,Opposition Major Party (Out Of Government),(National) Major Party	India	Accuse	112	-2	Congress (India)	Government,Legislative / Parliamentary	India	47410753	2	Indo-Asian News Service	Dabha	NA	State of Gujarat	India	23.2028	73.1019
32897591	2018-06-02	Amit Shah	Parties,Opposition Major Party (Out Of Government),Government,(National) Major Party	India	Accuse	112	-2	Mamata Banerjee	Parties,Government Major Party (In Government),Government,(National) Major Party	India	47410753	3	Indo-Asian News Service	Dabha	NA	State of Gujarat	India	23.2028	73.1019
32897455	2018-06-02	Police (Croatia)	Police,Government	Croatia	Arrest, detain, or charge with legal action	173	-5	Men (Croatia)	General Population / Civilian / Social,Social	Croatia	47410754	2	HINA	Donji Srb	NA	Zadarska Zupanija	Croatia	44.3719	16.1261
32897456	2018-06-02	Croatia	NA	Croatia	Arrest, detain, or charge with legal action	173	-5	Citizen (Serbia)	Social,General Population / Civilian / Social	Serbia	47410754	3	HINA	Donji Srb	NA	Zadarska Zupanija	Croatia	44.3719	16.1261
32897593	2018-06-02	European Union	International Government Organization,Regional Diplomatic IGOs,Regional	NA	Express intent to provide economic aid	0331	5.2	United States	NA	United States	47410769	3	Xinhua News Agency	NA	NA	NA	United States	38.8951	-77.0364
32900358	2018-06-02	Customs Official (China)	Government	China	Investigate	090	-2	China	NA	China	47410771	3	Xinhua News Agency	Shantou	NA	Jiangsu Sheng	China	33.5833	118.467
32900359	2018-06-02	Customs Official (China)	Government	China	Arrest, detain, or charge with legal action	173	-5	Citizen (China)	Social,General Population / Civilian / Social	China	47410771	3	Xinhua News Agency	Shantou	NA	Jiangsu Sheng	China	33.5833	118.467
32897592	2018-06-02	Head of Government (Cuba)	Executive,Government,Executive Office	Cuba	Make statement	010	0	Cabinet / Council of Ministers / Advisors (Cuba)	Cabinet,Executive,Government	Cuba	47410776	1	Reuters News	NA	NA	NA	Cuba	23.133	-82.383
32900360	2018-06-02	Miguel Díaz-Canel	Executive,Executive Office,Government	Cuba	Make statement	010	0	Raúl Castro	Ideological,Elite,Parties,Communist,(National) Major Party	Cuba	47410777	1	Reuters - Noticias Latinoamericanas	Havana	NA	Provincia de La Habana	Cuba	23.133	-82.383
32897459	2018-06-02	Hery Rajaonarimampianina	Executive,Elite,Government,Executive Office	Madagascar	Reject	120	-4	People Associated with the Opposition (Madagascar)	Protestors / Popular Opposition / Mobs,Dissident	Madagascar	47410784	1	Agence France-Presse	NA	NA	NA	Madagascar	-18.9143	47.531
32897457	2018-06-02	Constitutional Court (Madagascar)	Judicial,Government	Madagascar	Demand change in institutions, regime	1044	-5	Hery Rajaonarimampianina	Executive,Elite,Government,Executive Office	Madagascar	47410784	3	Agence France-Presse	Antananarivo	NA	Analamanga Region	Madagascar	-18.9137	47.5361
32897460	2018-06-02	Hery Rajaonarimampianina	Executive,Elite,Government,Executive Office	Madagascar	Reject	120	-4	Lawmaker (Madagascar)	Government,Legislative / Parliamentary	Madagascar	47410784	4	Agence France-Presse	Antananarivo	NA	Analamanga Region	Madagascar	-18.9137	47.5361
32897458	2018-06-02	Madagascar	NA	Madagascar	Criticize or denounce	111	-2	Hery Rajaonarimampianina	Executive,Elite,Government,Executive Office	Madagascar	47410784	5	Agence France-Presse	Antananarivo	NA	Analamanga Region	Madagascar	-18.9137	47.5361
32900363	2018-06-02	Kathleen Wynne	NA	Canada	Make an appeal or request	020	3	Citizen (Canada)	General Population / Civilian / Social,Social	Canada	47410787	2	The Toronto Star	NA	NA	Ontario	Canada	49.2501	-84.4998
32900362	2018-06-02	Kathleen Wynne	NA	Canada	Make statement	010	0	New Democratic Party	Ideological,(National) Major Party,Parties,Center Left	Canada	47410787	3	The Toronto Star	NA	NA	Ontario	Canada	49.2501	-84.4998
32900361	2018-06-02	Kathleen Wynne	NA	Canada	Make statement	010	0	Doug Ford	Local,Government,Municipal	Canada	47410787	3	The Toronto Star	NA	NA	Ontario	Canada	49.2501	-84.4998
32900251	2018-06-02	Ministry (India)	Government	India	Make statement	010	0	India	NA	India	47410793	2	Indo-Asian News Service	Calcutta	NA	State of West Bengal	India	22.5626	88.363
32897598	2018-06-02	Bharatiya Janata	Parties,Opposition Major Party (Out Of Government),(National) Major Party	India	Accuse	112	-2	Congress (India)	Government,Legislative / Parliamentary	India	47410794	5	Indo-Asian News Service	Dabha	NA	State of Gujarat	India	23.2028	73.1019
32897465	2018-06-02	Party Member (Germany)	Parties	Germany	Criticize or denounce	111	-2	Citizen (Germany)	General Population / Civilian / Social,Social	Germany	47410867	2	Reuters News	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32897466	2018-06-02	Social Democratic Party (Germany)	Parties	Germany	Criticize or denounce	111	-2	Lawmaker (Germany)	Legislative / Parliamentary,Government	Germany	47410867	5	Reuters News	NA	NA	Thuringia	Germany	51	11
32900259	2018-06-02	Canada	NA	Canada	Make pessimistic comment	012	-0.4	United States	NA	United States	47410868	2	Dow Jones News Service	Whistler	NA	British Columbia	Canada	50.1164	-122.969
32900371	2018-06-02	Pascal Barandagiye	Interior / Home Ministry,Executive,Government	Burundi	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified	NA	47410876	2	Xinhua News Agency	Ngozi	NA	Gitega Province	Burundi	-3.4862	29.9015
32900260	2018-06-02	Walid Muallem	Executive,Elite,Foreign Ministry,Government,Executive Office	Syria	Express intent to meet or negotiate	036	4	Switzerland	NA	Switzerland	47410877	1	ITAR Tass	Damascus	NA	Dimashq	Syria	33.5102	36.2913
32900261	2018-06-02	Walid Muallem	Executive,Elite,Foreign Ministry,Government,Executive Office	Syria	Express intent to meet or negotiate	036	4	Staffan de Mistura	International Government Organization,Global,Global Diplomatic IGOs	NA	47410877	1	ITAR Tass	Damascus	NA	Dimashq	Syria	33.5102	36.2913
32897600	2018-06-02	Militant (Palestinian Territory, Occupied)	Unidentified Forces	Occupied Palestinian Territory	fight with artillery and tanks	194	-10	Israel	NA	Israel	47410881	2	Reuters News	Jerusalem	NA	Jerusalem District	Israel	31.769	35.2163
32897599	2018-06-02	Islamic Jihad	Muslim,Dissident,International Religious,Organized Violent	Occupied Palestinian Territory	fight with small arms and light weapons	193	-10	Israel	NA	Israel	47410881	6	Reuters News	Gaza	NA	Gaza Strip	Occupied Palestinian Territory	31.5	34.4667
32897601	2018-06-02	Protester (Nicaragua)	Dissident,Protestors / Popular Opposition / Mobs	Nicaragua	Protest violently, riot	145	-7.5	Police (Nicaragua)	Police,Government	Nicaragua	47410888	1	Agence France-Presse	Masaya	NA	Departamento de Masaya	Nicaragua	11.9744	-86.0942
32897602	2018-06-02	Police (Nicaragua)	Police,Government	Nicaragua	Use tactics of violent repression	175	-9	Protester (Nicaragua)	Dissident,Protestors / Popular Opposition / Mobs	Nicaragua	47410888	1	Agence France-Presse	Masaya	NA	Departamento de Masaya	Nicaragua	11.9744	-86.0942
32897469	2018-06-02	Armed Gang (Nigeria)	Unidentified Forces	Nigeria	Use unconventional violence	180	-9	Citizen (Nigeria)	Social,General Population / Civilian / Social	Nigeria	47410889	1	All Africa	NA	NA	Zamfara State	Nigeria	12.1667	6.25
32897468	2018-06-02	Attacker (Nigeria)	Dissident,Criminals / Gangs	Nigeria	Make statement	010	0	Criminal (Nigeria)	Dissident,Criminals / Gangs	Nigeria	47410889	3	All Africa	Gusau	NA	Zamfara State	Nigeria	12.1628	6.66135
32897470	2018-06-02	Criminal (Nigeria)	Dissident,Criminals / Gangs	Nigeria	Use unconventional violence	180	-9	Citizen (Nigeria)	Social,General Population / Civilian / Social	Nigeria	47410889	3	All Africa	Gusau	NA	Zamfara State	Nigeria	12.1628	6.66135
32898098	2018-06-02	Citizen (Nigeria)	Social,General Population / Civilian / Social	Nigeria	Accuse	112	-2	Owelle Rochas Anayo Okorocha	Igbo,(National) Minor Party,Local,Medical / Health NGOs,Parties,Nongovernmental Organizations / Activists,Provincial,Government,International Ethnic,Education NGOs	Nigeria	47410890	4	All Africa	Abuja	NA	Federal Capital Territory	Nigeria	9.05785	7.49508
32900367	2018-06-02	Lawyer/Attorney (Egypt)	Legal,Social	Egypt	Arrest, detain, or charge with legal action	173	-5	Women (Lebanon)	General Population / Civilian / Social,Social	Lebanon	47410891	1	Reuters News	Cairo	NA	Muhafazat al Qahirah	Egypt	30.0626	31.2497
32900368	2018-06-02	Egypt	NA	Egypt	Arrest, detain, or charge with legal action	173	-5	Women (Lebanon)	General Population / Civilian / Social,Social	Lebanon	47410891	2	Reuters News	Cairo	NA	Muhafazat al Qahirah	Egypt	30.0626	31.2497
32897467	2018-06-02	Foreign Affairs (Serbia)	Government,Executive,Foreign Ministry	Serbia	Make statement	010	0	Serbia	NA	Serbia	47410895	5	HINA	Belgrade	NA	Central Serbia	Serbia	44.804	20.4651
32897604	2018-06-02	Police (United States)	Government,Police	United States	Arrest, detain, or charge with legal action	173	-5	Jonathan Powell	Government,Executive Office,Foreign Ministry,Executive	United Kingdom	47410901	2	Associated Press Newswires	Taos	Taos County	New Mexico	United States	36.3703	-105.426
32897603	2018-06-02	Police (United States)	Government,Police	United States	Make statement	010	0	Jonathan Powell	Government,Executive Office,Foreign Ministry,Executive	United Kingdom	47410901	5	Associated Press Newswires	Dixon	Dixon County	Nebraska	United States	42.4142	-96.9962
32900370	2018-06-02	Israel	NA	Israel	fight with small arms and light weapons	193	-10	Citizen (Palestinian Territory, Occupied)	Social,General Population / Civilian / Social	Occupied Palestinian Territory	47410903	1	Agence France-Presse	Gaza	NA	Gaza Strip	Occupied Palestinian Territory	31.5	34.4667
32900369	2018-06-02	Israel	NA	Israel	Make statement	010	0	Militant (Palestinian Territory, Occupied)	Unidentified Forces	Occupied Palestinian Territory	47410903	2	Agence France-Presse	Gaza	NA	Gaza Strip	Occupied Palestinian Territory	31.5	34.4667
32897606	2018-06-02	Head of Government (Venezuela)	Government,Executive Office,Executive	Venezuela	Make an appeal or request	020	3	Nicolás Maduro	Far Left,(National) Major Party,Parties,Government,Executive Office,Ideological,Cabinet,Executive,Elite	Venezuela	47410904	3	Agence France-Presse	NA	NA	NA	Venezuela	10.5	-66.9167
32897474	2018-06-02	Citizen (United Kingdom)	General Population / Civilian / Social,Social	United Kingdom	Conduct hunger strike	142	-6.5	Unspecified Actor	Unspecified	NA	47410906	4	Xinhua News Agency	Manchester	Manchester	England	United Kingdom	53.4809	-2.23743
32900264	2018-06-02	Bruno Le Maire	Industrial / Textiles / Mining Ministry,Government,Elite,Executive,Ideological,(National) Major Party,Center Right,Parties,Finance / Economy / Commerce / Trade Ministry	France	Make statement	010	0	Reuters	News,Media,Social	United Kingdom	47410907	1	Trend News Agency (Azerbaijan)	NA	NA	Washington D.C.	United States	38.9171	-77.0003
32900265	2018-06-02	Bruno Le Maire	Industrial / Textiles / Mining Ministry,Government,Elite,Executive,Ideological,(National) Major Party,Center Right,Parties,Finance / Economy / Commerce / Trade Ministry	France	Make statement	010	0	Steven Mnuchin	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	47410907	2	Trend News Agency (Azerbaijan)	NA	NA	Washington D.C.	United States	38.9171	-77.0003
32900266	2018-06-02	European Union	International Government Organization,Regional Diplomatic IGOs,Regional	NA	Criticize or denounce	111	-2	United States	NA	United States	47410907	6	Trend News Agency (Azerbaijan)	NA	NA	Washington D.C.	United States	38.9171	-77.0003
32897480	2018-06-02	Head of Government (Canada)	Government,Executive Office,Executive	Canada	Make an appeal or request	020	3	Citizen (Canada)	General Population / Civilian / Social,Social	Canada	47410908	1	Reuters News	Toronto	NA	Ontario	Canada	43.7001	-79.4163
32897479	2018-06-02	Kathleen Wynne	NA	Canada	Make statement	010	0	Head of Government (Canada)	Government,Executive Office,Executive	Canada	47410908	2	Reuters News	Toronto	NA	Ontario	Canada	43.7001	-79.4163
32897481	2018-06-02	Kathleen Wynne	NA	Canada	Make an appeal or request	020	3	Citizen (Canada)	General Population / Civilian / Social,Social	Canada	47410908	3	Reuters News	Toronto	NA	Ontario	Canada	43.7001	-79.4163
32900263	2018-06-02	Citizen (Venezuela)	General Population / Civilian / Social,Social	Venezuela	Make an appeal or request	020	3	Government (Venezuela)	Government	Venezuela	47410916	4	Agencia EFE - Serviço em português	NA	NA	Estado Bolivar	Venezuela	6.33333	-63.5
32897475	2018-06-02	Philip Alston	International Government Organization,Global Information / Communication / Transparency IGOs,Global,Global Diplomatic IGOs	NA	Make statement	010	0	Donald Trump	Government,Executive Office,Executive	United States	47410917	4	Deutsche Welle	NA	NA	NA	United States	38.8951	-77.0364
32897476	2018-06-02	Philip Alston	International Government Organization,Global Information / Communication / Transparency IGOs,Global,Global Diplomatic IGOs	NA	Make an appeal or request	020	3	United States	NA	United States	47410917	5	Deutsche Welle	NA	NA	NA	United States	38.8951	-77.0364
32897478	2018-06-02	Armed Rebel (Yemen)	Dissident,Rebel	Yemen	Use unconventional violence	180	-9	Yemeni Armed Forces	Military,Government	Yemen	47410919	3	Deutsche Welle	Antwerp	Provincie Antwerpen	Flanders	Belgium	51.2199	4.40346
32897477	2018-06-02	Yemeni Armed Forces	Military,Government	Yemen	Use conventional military force	190	-10	Armed Rebel (Yemen)	Dissident,Rebel	Yemen	47410919	3	Deutsche Welle	Antwerp	Provincie Antwerpen	Flanders	Belgium	51.2199	4.40346
32900372	2018-06-02	Men (Australia)	Social,General Population / Civilian / Social	Australia	Threaten	130	-4.4	Police (Australia)	Police,Government	Australia	47410927	2	Australian Associated Press	Sydney	City of Sydney	State of New South Wales	Australia	-33.8679	151.207
32897610	2018-06-02	Military Personnel - Special (Mozambique)	Government,Military	Mozambique	Use conventional military force	190	-10	Islamic Extremist Group (Mozambique)	Rebel,International Religious,Dissident,Muslim	Mozambique	47410990	1	Xinhua News Agency	Palma	NA	Cabo Delgado Province	Mozambique	-10.7822	40.4811
32897609	2018-06-02	Islamic Extremist Group (Mozambique)	Rebel,International Religious,Dissident,Muslim	Mozambique	Kill by physical assault	1823	-10	Citizen (Mozambique)	General Population / Civilian / Social,Social	Mozambique	47410990	3	Xinhua News Agency	Cabo Delgado	NA	Cabo Delgado Province	Mozambique	-10.6893	40.6264
32897484	2018-06-02	G7	International Government Organization,Global,Global Economic/Financial/Trade IGOs	NA	Consult	040	1	Government Affiliated Bank (Canada)	Finance / Economy / Commerce / Trade Ministry,Government,Executive	Canada	47410991	3	Reuters News	Whistler	NA	British Columbia	Canada	50.1164	-122.969
32897485	2018-06-02	Government Affiliated Bank (Canada)	Finance / Economy / Commerce / Trade Ministry,Government,Executive	Canada	Consult	040	1	G7	International Government Organization,Global,Global Economic/Financial/Trade IGOs	NA	47410991	3	Reuters News	Whistler	NA	British Columbia	Canada	50.1164	-122.969
32900275	2018-06-02	Ministry (Canada)	Government	Canada	Express intent to cooperate	030	4	Governor (Canada)	Local,Government,Provincial	Canada	47410993	4	Reuters News	Quebec	NA	Quebec	Canada	46.8123	-71.2145
32900458	2018-06-02	Governor (Canada)	Local,Government,Provincial	Canada	Express intent to cooperate	030	4	Ministry (Canada)	Government	Canada	47410993	4	Reuters News	Quebec	NA	Quebec	Canada	46.8123	-71.2145
32900376	2018-06-02	Canada	NA	Canada	Host a visit	043	2.8	Steven Mnuchin	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	47410995	1	Reuters News	Whistler	NA	British Columbia	Canada	50.1164	-122.969
32900375	2018-06-02	Steven Mnuchin	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	Make a visit	042	1.9	Canada	NA	Canada	47410995	1	Reuters News	Whistler	NA	British Columbia	Canada	50.1164	-122.969
32900373	2018-06-02	Ministry (Canada)	Government	Canada	Express intent to cooperate	030	4	Governor (Canada)	Local,Government,Provincial	Canada	47410995	2	Reuters News	NA	NA	Charlevoix	Canada	48.4168	-72.2492
32900374	2018-06-02	Governor (Canada)	Local,Government,Provincial	Canada	Express intent to cooperate	030	4	Ministry (Canada)	Government	Canada	47410995	2	Reuters News	NA	NA	Charlevoix	Canada	48.4168	-72.2492
32897486	2018-06-02	Opposition Supporter (Macedonia)	Dissident,Protestors / Popular Opposition / Mobs	the former Yugoslav Republic of Macedonia	Demonstrate or rally	141	-6.5	Macedonia	NA	the former Yugoslav Republic of Macedonia	47410998	1	Associated Press Newswires	Skopje	NA	Opstina Karpos	the former Yugoslav Republic of Macedonia	41.9965	21.4314
32897487	2018-06-02	Internal Macedonian Revolutionary Organization - Democratic Party for Macedonian National Unity	Ideological,Parties,Center Right,(National) Minor Party	the former Yugoslav Republic of Macedonia	Demonstrate or rally	141	-6.5	Government (Macedonia)	Government	the former Yugoslav Republic of Macedonia	47410998	2	Associated Press Newswires	Skopje	NA	Opstina Karpos	the former Yugoslav Republic of Macedonia	41.9965	21.4314
32900273	2018-06-02	Israeli Defense Forces	Government,Military	Israel	fight with small arms and light weapons	193	-10	Women (Palestinian Territory, Occupied)	Social,General Population / Civilian / Social	Occupied Palestinian Territory	47411011	2	EFE News Service	Gaza	NA	Gaza Strip	Occupied Palestinian Territory	31.5	34.4667
32900272	2018-06-02	Citizen (Palestinian Territory, Occupied)	Social,General Population / Civilian / Social	Occupied Palestinian Territory	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified	NA	47411011	2	EFE News Service	Gaza	NA	Gaza Strip	Occupied Palestinian Territory	31.5	34.4667
32900378	2018-06-02	Green Party (Mexico)	Parties	Mexico	Appeal for de-escalation of military engagement	0256	-0.3	Other Authorities / Officials (Mexico)	Government	Mexico	47411014	4	Associated Press Newswires	Huauchinango	NA	Estado de Puebla	Mexico	20.1725	-98.0542
32900379	2018-06-02	Scholar (Kenya)	Social,Education	Kenya	Make statement	010	0	China	NA	China	47411018	2	Xinhua News Agency	Nairobi	NA	Nairobi Province	Kenya	-1.28333	36.8167
32897488	2018-06-02	Bruno Le Maire	Industrial / Textiles / Mining Ministry,Government,Elite,Executive,Ideological,(National) Major Party,Center Right,Parties,Finance / Economy / Commerce / Trade Ministry	France	Make statement	010	0	European Union	International Government Organization,Regional Diplomatic IGOs,Regional	NA	47411021	2	Reuters News	NA	NA	British Columbia	Canada	53.9998	-125.003
32897613	2018-06-02	James Mattis	Government,Marines,Executive,Defense / Security Ministry,Military	United States	Make statement	010	0	China	NA	China	47411025	2	Associated Press Newswires	Beijing	NA	Beijing Shi	China	39.9075	116.397
32900271	2018-06-02	Ministry (G7)	International Government Organization,Global,Global Economic/Financial/Trade IGOs	NA	Make an appeal or request	020	3	Steven Mnuchin	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	47411028	1	Agence France-Presse	NA	NA	NA	United States	38.8951	-77.0364
32897679	2018-06-02	Matteo Salvini	Parties,Secular,Ideological,(National) Minor Party	Italy	Express intent to meet or negotiate	036	4	Sicily	NA	Italy	47411029	1	Agence France-Presse	Sicilia	Provincia di Siracusa	Sicilia	Italy	37.0738	15.279
32897680	2018-06-02	Matteo Salvini	Parties,Secular,Ideological,(National) Minor Party	Italy	Express intent to meet or negotiate	036	4	Sicily	NA	Italy	47411029	6	Agence France-Presse	Sicilia	Provincia di Siracusa	Sicilia	Italy	37.0738	15.279
32900382	2018-06-02	Government (Argentina)	Government	Argentina	Make statement	010	0	Argentina	NA	Argentina	47411030	1	Agence France-Presse	Santiago del Estero	NA	Provincia de Santiago del Estero	Argentina	-27.7951	-64.2615
32897615	2018-06-02	Police (Nigeria)	Police,Government	Nigeria	Make statement	010	0	Chief of Staff (Nigeria)	Executive,Government,Executive Office	Nigeria	47411031	4	All Africa	NA	NA	Bauchi State	Nigeria	10.5	10
32897616	2018-06-02	Militant (Palestinian Territory, Occupied)	Unidentified Forces	Occupied Palestinian Territory	fight with artillery and tanks	194	-10	Israel	NA	Israel	47411090	3	Reuters News	Gaza	NA	Gaza Strip	Occupied Palestinian Territory	31.5	34.4667
32900460	2018-06-02	Oversight Court (Russia)	Government,Judicial	Russian Federation	Arrest, detain, or charge with legal action	173	-5	Alexei Ulyukayev	Government	Russian Federation	47411092	6	Interfax News Service	Moscow	NA	Moskva	Russian Federation	55.7522	37.6156
32900462	2018-06-02	Egypt	NA	Egypt	Reduce or stop economic assistance	1621	-5.6	Qatar	NA	Qatar	47411100	3	Xinhua News Agency	Cairo	NA	Muhafazat al Qahirah	Egypt	30.0626	31.2497
32900463	2018-06-02	Donald Trump	Government,Executive Office,Executive	United States	Express intent to de-escalate military engagement	0356	7	Syria	NA	Syria	47411102	1	South China Morning Post	NA	NA	NA	United States	38.8951	-77.0364
32900461	2018-06-02	Hong Kong	NA	Hong Kong	Arrest, detain, or charge with legal action	173	-5	Rioter (Hong Kong)	Protestors / Popular Opposition / Mobs,Dissident	Hong Kong	47411104	2	South China Morning Post	Mong Kok	NA	NA	Hong Kong	22.3167	114.167
32897691	2018-06-02	G7	International Government Organization,Global,Global Economic/Financial/Trade IGOs	NA	Consult	040	1	Government Affiliated Bank (Canada)	Finance / Economy / Commerce / Trade Ministry,Government,Executive	Canada	47411109	3	Reuters News	Whistler	NA	British Columbia	Canada	50.1164	-122.969
