"","eventtype_ID","name","code","goldstein","nsLeft","nsRight","description","usage_notes","example","root_code","order"
"232",231,"Conduct hunger strike for policy change","1422",-6.5,461,462,"Refuse to eat until demands for policy reform are met. ","Use this code when protesters demand specific policy changes or unspecified political reforms. ","A member of the Syrian parliament, Mohammed Mamoun, started a hunger strike yesterday to protest President Assad’s failure to usher in meaningful political reforms. ","14",232
"233",232,"Conduct hunger strike for rights","1423",-6.5,463,464,"Refuse to eat until demands for political, social, economic, or other rights are met. ","Use this code for hunger strikes that demand new rights or protest the violation of existing ones. ","Algerian landowners began a hunger strike outside Parliament to demand the return of property seized by Algerian government forces in the 1970s, APS news agency said. ","14",233
"234",233,"Conduct hunger strike for change in institutions, regime","1424",-6.5,465,466,"Refuse to eat until demands for major institutional, constitutional, or regime change. ","Note the difference between institutional/constitutional changes and policy reforms. Hunger strikes that call for independence or autonomy essentially demand major changes to the whole system and are hence coded here. ","A group of Chenchen refugees are continuing a hunger strike in protest of the Russian government’s refusal to accept the independence of Chechnya. ","14",234
"235",234,"Conduct strike or boycott","143",-6.5,468,477,"Protest by refusing to work or cooperate until certain demands are met, not specified further. ","Use sub-categories if demands of protesters are known and codeable. The target for this event form is the party against which the hunger strikers protest. This event form does not refer to military strikes, which are coded under category 19 instead. ","Palestinians of the Israeli-occupied West Bank shunned work on Monday to protest at settlement of Soviet Jewish immigrants on Arab land. ","14",235
"236",235,"Conduct strike or boycott for leadership change","1431",-6.5,469,470,"Refuse to work or cooperate until demands for leadership change are met. ","Target should be the actor who is expected to relinquish power. Strikes or ","The fundamentalist Umma (Nation) party has said it will boycott Algeria’s first multi-party elections unless the president agrees to step down. Note: Ideally the Algerian president would have been coded as the target. ","14",236
"237",236,"Conduct strike or boycott for policy change","1432",-6.5,471,472,"Refuse to work or cooperate until demands for policy reform are met. ","Use this code when protesters demand specific policy changes or unspecified political reforms. ","Some 500,000 workers affiliated with the Serbian Workers’ Union (SSS) stopped work on the first day of an open-ended strike on Monday over a controversial employment bill signed in by Serbian Labour Minister Dragan Milovanovic. ","14",237
"238",237,"Conduct strike or boycott for rights","1433",-6.5,473,474,"Refuse to work or cooperate until demands for political, social, economic, or other rights are met. ","Use this code for strikes or boycotts that demand new rights or protest the violation of existing ones. ","Seven opposition parties in Nepal have organized a general strike that shut down Khatmandu in protest of last week’s arrest of a number of activists. ","14",238
"239",238,"Conduct strike or boycott for change in institutions, regime","1434",-6.5,475,476,"Refuse to work or cooperate until demands for major institutional, constitutional, or regime change. ","Note the difference between institutional/constitutional changes and policy reforms. Strikes that call for independence or autonomy essentially demand major changes to the whole system and are hence coded here. ",NA,"14",239
"240",239,"Obstruct passage, block","144",-7.5,478,487,"Protest by blocking entry and/or exit into building or area, not otherwise specified. ","Use sub-categories if demands of protesters are known and codeable. Use this event form to code protest activities that seek to disrupt routine and normal proceedings by blocking roads, buildings, etc. When the blockade in question includes military forces, use 191 instead. ","Angry French paper workers blocked the Europe Bridge spanning the Rhine from France to West Germany for more than three hours by dumping sawdust on the roadway, French border police said. ","14",240
"241",240,"Obstruct passage to demand leadership change","1441",-7.5,479,480,"Obstruct passage, block entry/exit to demand leadership change. ","Target should be the actor who is expected to relinquish power. Obstructions that demand new elections should also be coded here. ","About 200 supporters of former President Ahmed Ben Bella blocked roads in the capital city of Algiers demanding that he be reinstated as leader of the Algerian government. ","14",241
"242",241,"Obstruct passage to demand policy change","1442",-7.5,481,482,"Obstruct passage, block entry/exit to demand policy reform. ","Use this code when protesters demand specific policy changes or unspecified political reforms. ","Demonstrators in Baghdad blocked a road to show their disapproval for the United States’ military policies, a newspaper reported Tuesday. ","14",242
"243",242,"Obstruct passage to demand rights","1443",-7.5,483,484,"Obstruct passage, block entry/exit to demand political, social, economic, or other rights. ","Use this code for obstructions that demand new rights or protest the violation of existing ones. ","Young Algerians blocked roads leading to the city centre on Sunday to press their demands for greater freedom and opportunities from President Bouteflika’s government. ","14",243
"244",243,"Obstruct passage to demand change in institutions, regime","1444",-7.5,485,486,"Obstruct passage, block entry/exit to demand major institutional, constitutional, or regime change. ","Note the difference between institutional/constitutional changes and policy reforms. Obstructions that call for independence or autonomy essentially demand major changes to the whole system and are hence coded here. ","Hundreds of thousands of people blocked streets in Hong Kong in defiance of Chinese authorities to demand democratic reforms. ","14",244
"245",244,"Protest violently, riot","145",-7.5,488,497,"Protest forcefully, in a potentially destructive manner, not further specified. ","Use sub-categories if demands of protesters are known and codeable. Use this event form to code demonstrations and protests that turn violent. When the use of force to cause casualties is the primary purpose, use categories 18, 19, or 20 instead. ","Palestinian prisoners rioted Monday at this jail in northern Israel, setting fire to their mattresses and smashing furniture, police sources said. ","14",245
"246",245,"Engage in violent protest for leadership change","1451",-7.5,489,490,"Protest forcefully, in a potentially destructive manner, to demand leadership change. ","Target should be the actor who is expected to relinquish power. Riots that demand new elections should also be coded here. ","Egyptian demonstrators rioted following a peaceful demonstration calling for the immediate removal of President Hosni Mubarak from office. ","14",246
"247",246,"Engage in violent protest for policy change","1452",-7.5,491,492,"Protest forcefully, in a potentially destructive manner, to demand policy reform. ","Use this code when protesters demand specific policy changes or unspecified political reforms. ","Palestinian riots against Israeli military policies are still continuing with no end in sight. ","14",247
"248",247,"Engage in violent protest for rights","1453",-7.5,493,494,"Protest forcefully, in a potentially destructive manner, to demand political, social, economic, or other rights. ","Use this code for riots that demand new rights or protest the violation of existing ones. ","Palestinian youths resorted to throwing stones during demonstrations against the alleged human rights violations by the Israeli military, officials said on Thursday. ","14",248
"249",248,"Engage in violent protest for change in institutions, regime","1454",-7.5,495,496,"Protest forcefully, in a potentially destructive manner, to demand major institutional, constitutional, or regime change. ","Note the difference between institutional/constitutional changes and policy reforms. Riots that call for independence or autonomy essentially demand major changes to the whole system and are hence coded here. ","Prisoners rioted at a jail in East Timor’s capital Dili on Monday joining thousands of demonstrators in demanding a referendum on independence from Indonesian rule, locals said. ","14",249
"250",249,"EXHIBIT FORCE POSTURE","15",-7.2,499,510,NA,NA,NA,"15",250
"251",250,"Demonstrate military or police power","150",-7.2,500,501,"All military or police moves that fall short of the actual use of force, not otherwise specified. ","This category is different from cue categories 18, 19, and 20, as they refer to uses of force, while military posturing falls short of actual use of force and is typically a demonstration of military capabilities and readiness. Category 15 is also distinct from category 13 in that the latter refers merely to threats, is typically verbal, and does not involve any activity that is undertaken to demonstrate military power. Note that source actors for codes 150-153 are not necessarily militaries affiliated with states but any organized armed groups. Targets are actors against whom the source mobilizes its military capabilities in a threatening manner. ","The Macedonian army prepared to resume shelling Albanian rebel-held territory as attempts to resolve the crisis on the political front were deadlocked. ","15",251
"252",251,"Increase police alert status","151",-7.2,502,503,"Need new description. ","Need new usage notes. ","NEED EXAMPLE. ","15",252
"253",252,"Increase military alert status","152",-7.2,504,505,"Heighten military readiness and caution; be prepared to use force. ","Use this event form to code formal military orders to go on alert. The party against whom the military move is directed is the target actor. ","Israeli troops remained on alert in the occupied West Bank today to forestall more violence after a week of unprecedented Palestinian civil unrest. ","15",253
"254",253,"Mobilize or increase police power","153",-7.2,506,507,"Increase the number of military personnel and/or weapons. ","Use this code when the government mobilizes police power to demonstrate strength, mostly as a scare tactic. ","The government of Sindh province has ordered patrols by police and paramilitary soldiers after violent protests by Muslim groups. ","15",254
"255",254,"Mobilize or increase armed forces","154",-7.2,508,509,"Increase the number of military personnel and/or weapons. ","The party against whom the military move is directed is the target actor. ","Israel has strengthened its forces in Lebanon following the discovery of Soviet-made Katyusha rockets in the area last week, military sources said today. ","15",255
"256",255,"REDUCE RELATIONS","16",-4,511,538,NA,NA,NA,"16",256
"257",256,"Reduce relations","160",-4,512,513,"All reductions in normal, routine, or cooperative relations not otherwise specified. ","This residual category is not coded except when distinctions among codes 161-166 cannot be made. ","Italy announced a suspension of air links with Yugoslavia on Wednesday, one day after a Yugoslav army jet shot down a helicopter carrying EC truce monitors. ","16",257
"258",257,"Reduce or break diplomatic relations","161",-4,514,515,"Curtail, decrease, break, or terminate diplomatic exchange. ","Cancellation of meetings, withdrawal, or expulsion of diplomats and termination of other diplomatic activities (excluding negotiations and mediations which are coded as 163 and 165 respectively) should be coded here. ","A French minister has cancelled a planned visit to Haiti after a state of siege was declared in the one-time French colony, the Foreign Affairs Ministry said on Sunday. ","16",258
"259",258,"Reduce or stop material aid","162",-5.6,516,523,"Reductions or terminations of aid not otherwise specified. ","This event form category contains sub-forms for more detailed coding whenever possible. ","The United States announced Wednesday it would prohibit all aid to Albanian rebels in Macedonia and would deny entry to the United States to all individuals undermining stability there. ","16",259
"260",259,"Reduce or stop economic assistance","1621",-5.6,517,518,"Decrease or terminate provision of economic aid. ",NA,"Japan said on Tuesday it had halted economic aid to Yugoslavia in line with Western efforts to end the fighting there. ","16",260
"261",260,"Reduce or stop military assistance","1622",-5.6,519,520,"Decrease or terminate provision of military aid. ",NA,"The United States suspended part of a military aid program for Bosnia aimed at bringing Bosnian Croat and Moslem armed forces together as a unified identity, the New York Times reported on Friday. ","16",261
"262",261,"Reduce or stop humanitarian assistance","1623",-5.6,521,522,"Decrease or terminate provision of humanitarian aid. ",NA,"The United Nations on Tuesday reduced food supplies to the biggest Cambodian refugee camp in Thailand because rice was being diverted to outside users, relief officials said. ","16",262
"263",262,"Impose embargo, boycott, or sanctions","163",-8,524,525,"Stop or restrict commercial or other material exchange as a form of protest or punishment. ",NA,"President Bill Clinton has imposed sanctions on the Taliban religious faction that controls Afghanistan for its support of suspected terrorist Osama bin Laden, the White House said Tuesday. ","16",263
"264",263,"Halt negotiations","164",-6.5,526,527,"Terminate discussions, negotiations. ","Use this event form to code failed negotiations and walk-outs, as well as other disruptions of planned negotiations. Note that the termination can be either unilateral or bi/multi-lateral. ","Palestinians and Israelis failed to reach agreement on the fate of Palestinian offices in east Jerusalem Sunday, despite hours of tense negotiations, sources on both sides reported. Note: Two reciprocal events are coded with actors reversed. ","16",264
"265",264,"Halt mediation","165",-7,528,529,"Terminate mediation activities. ","The source for this event form is typically the mediating parties. Use this event form to code failed mediation activities. ","Syrian officers today ended mediation efforts between rival militias in Tripoli as shells continued crashing into the north Lebanese port and the death toll rose to more than 200. ","16",265
"266",265,"Expel or withdraw","166",-7,530,537,"Terminate the presence of groups or organizations not otherwise specified. ","Use this category to code both expulsions by host authorities and withdrawals by guest groups or organizations. Note that expulsions or deportations of individuals—typically a legal matter—are coded as 174 instead. Mass expulsions of peoples are coded as 201. Withdrawal of hostile military forces constitutes a form of yielding and is thus coded as 089. When diplomats are withdrawn or expelled, use 161. ",NA,"16",266
"267",266,"Expel or withdraw peacekeepers","1661",-7,531,532,"Terminate the deployment or presence of peacekeeping forces. ","Use this event form to code both expulsions of peacekeeping forces by host countries and voluntary withdrawals by actors providing the peacekeeping forces. Note that while the host country should be coded as the source actor when coding an expulsion of peacekeeping forces, the provider of the forces becomes the source when coding withdrawals. ","Eighty UN peacekeepers were shipped out of the eastern Bosnian enclave of Gorazde Friday, leaving just 100 UN troops to follow them out later this month. ","16",267
"268",267,"Expel or withdraw inspectors, observers","1662",-7,533,534,"Terminate the presence of inspectors or other observers. ","Use this event form to code both expulsions by host countries and withdrawals by providers of inspectors or observers. ","North Korea expelled inspectors of the International Atomic Energy Agency, or IAEA, from frozen nuclear facilities at Yongbyon after U.S. officials alleged that the North admitted it had a uranium-based program in late 2002. ","16",268
"269",268,"Expel or withdraw aid agencies","1663",-7,535,536,"Terminate the presence of aid agencies or other non-governmental organizations helping civilians. ","Use this event form to code both expulsions by host countries and withdrawals by providers of humanitarian aid. When aid is simply reduced or halted but the expulsion or withdrawal of the provider is not mentioned, use 1623 instead. ","Jakarta forced the UN refugee agency, UNHCR, out of the country following the relief operation, although it had more than £12m of unspent donations. ","16",269
"270",269,"COERCE","17",-7,539,564,NA,NA,NA,"17",270
"271",270,"Coerce","170",-7,540,541,"Repression, violence against civilians, or their rights or properties not otherwise specified. ",NA,"Turkish police prevented the demonstration staged by students at Cumhuriyet University near AKP offices in Sivas on 15 October to protest the decision of sending troops to Iraq. ","17",271
"272",271,"Seize or damage property","171",-9.2,542,547,"Use of force against property or violation of property rights not otherwise specified. ","This event form category contains sub-forms for more detailed coding whenever possible. ","Croatian authorities are failing to uphold the property rights of Croatian Serb refugees, a human rights group protested here Wednesday. ","17",272
"273",272,"Confiscate property","1711",-9.2,543,544,"Use force to take control of somebody else’s property, confiscate, expropriate. ","Use this event form to code raids and lootings as well as other confiscations. ","In an unprecedented move, Palestinian police in Jericho confiscated weapons and explosives from Palestinian armed groups, the Israeli army said Friday. ","17",273
"274",273,"Destroy property","1712",-9.2,545,546,"Use force to destroy, demolish property. ",NA,"Afghan guerillas blew up three main electric power lines leading into Kabul last month and nearly one third of the city’s power supply is still down, the Czechoslovak news agency Ceteka reported from Kabul today. ","17",274
"275",274,"Impose administrative sanctions","172",-5,548,557,"Formal decrees, laws, or policies aimed at curbing the rights of civilians not otherwise specified. ","This event form category contains sub-forms for more detailed coding whenever possible. ",NA,"17",275
"276",275,"Impose restrictions on political freedoms","1721",-5,549,550,"Violate or impose limitations on fundamental political rights such as freedoms of speech, expression, and assembly. ","Restrictions on media and activities of political dissent are coded here. Note that if the event is about the actual enforcement of such restrictions through repressive tactics, such as imprisonments and dispersion of demonstrations, 175 should be used instead. ","The British government on Monday outlawed the largest Protestant extremist organization in Northern Ireland because of what it called its direct involvement in killing in the strife-torn province. ","17",276
"277",276,"Ban political parties or politicians","1722",-5,551,552,"Prevent establishment or activities of political parties or politicians. ",NA,"President Yoweri Museveni has banned Ugandan opposition candidates from participating in the upcoming elections. ","17",277
"278",277,"Impose curfew","1723",-5,553,554,"Set a deadline beyond which inhabitants of an area are not permitted to be on the streets or in public places. ",NA,"Turkish authorities have imposed a curfew in the town of Cizre in southeastern Turkey after a demonstration over fraud allegations in Sunday’s local elections, security sources said here Tuesday. ","17",278
"279",278,"Impose state of emergency or martial law","1724",-5,555,556,"Suspend normal constitutional rights and provisions by installing state of emergency or military rule. ",NA,"The military government of President Prosper Avril declared a 30-day state of siege in Haiti on Saturday, suspending parts of the constitution and arresting political opponents, a spokeswoman for the U.S. embassy said. ","17",279
"280",279,"Arrest, detain, or charge with legal action","173",-5,558,559,"Legal or extrajudicial arrests, detentions, or imprisonments. ","Use this code for both criminal and political detentions. Note, however, that taking of hostages is coded as 181 instead, and charges or lawsuits are coded as 115. ","Israeli soldiers arrested more than 100 Palestinians on Saturday in a security sweep of the Hebron area of the occupied West Bank, military sources said. ","17",280
"281",280,"Expel or deport individuals","174",-5,560,561,"Formal removal or expulsion of individuals from territories, typically following legal proceedings. ","Expulsion of diplomats constitute reduction of diplomatic relations and should be coded as ’Reduce or break diplomatic relations’ (161). Expulsion of peacekeepers, inspectors, or aid agencies refer to category 164. Mass political expulsions, with the purpose of ethnic cleansing for instance, are coded as 201 instead. ","Ghanaian authorities have deported 168 Liberians for traveling without proper documents on a Swedish-registered vessel, a port official said Monday. ","17",281
"282",281,"Use tactics of violent repression","175",-9,562,563,"Actively repress collective actions of dissent by forcing subjugation through crowd control tactics, arrests, etc. ","Note the difference between repression of dissidents and military engagements. ","Liberian riot police used tear gas to disperse demonstrators protesting election results in Monrovia. ","17",282
"283",282,"ASSAULT","18",-9,565,592,NA,NA,NA,"18",283
"284",283,"Use unconventional violence","180",-9,566,567,"Use of unconventional forms of violence which do not require high levels of organization or conventional weaponry, not otherwise specified. ","Use this event form to code use of forms of force and violence that do not require high levels of organization typical of state-military establishments. Terrorist attacks, if not further specified, should be coded here. Use this default code also for use of knives, rocks and other such unsophisticated weapons. This residual category is not coded except when distinctions among codes 181-186 cannot be made. ","A temporary camp for Congolese refugees was attacked by Burundian militiamen armed with machetes, killing at least 156 people, the UN refugee agency reported. ","18",284
"285",284,"Abduct, hijack, or take hostage","181",-9,568,569,"Kidnap, take hostage, hijack, or forcibly seize control of an aircraft, car, bus, ship, etc. ",NA,"Afghan rebels have kidnapped up to 16 Soviet civilian advisers from a town bazaar and exploded a series of bombs in the capital Kabul, western diplomatic sources in neighboring Pakistan said today. ","18",285
"286",285,"Physically assault","182",-9.5,570,577,"Attack physical well-being of individuals without the use of weaponry, not otherwise specified. ","This event form category contains sub-forms for more detailed coding whenever possible. Beatings are coded here. ","Israeli soldiers routinely beat up Palestinian detainees on the occupied West Bank with the knowledge of senior officers, a court martial was told today. ","18",286
"287",286,"Sexually assault","1821",-9,571,572,"Sexually abuse, assault sexual integrity of individuals. ","Use this event form to code rapes and other sexual assaults. ","U.S. border patrol agents sexually abused illegal Mexican immigrants with impunity, a human rights organization charged on Saturday. ","18",287
"288",287,"Torture","1822",-9,573,574,"Torture, inflict extreme pain on individuals. ","The distinction between 1822 and the default code 182 depend primarily on the particular terminology used by reporters. This code is used typically when “torture” is mentioned in the lead. ","Security forces in Guinea have tortured scores of Sierra Leonean and Liberian refugees, whom authorities blame for a border conflict, Human Rights Watch (HWR) said Thursday. ","18",288
"289",288,"Kill by physical assault","1823",-10,575,576,"Kill individuals by physically assaulting them without the use of weaponry, through beating, torture, lynching, etc. ","When a physical assault—beating, torture, lynching, etc.–is specifically mentioned to have caused death, this code takes precedence over other codes for physical assault. ","A Palestinian prisoner died as a result of torture while in Israeli police custody, according to a report by a pathologist sent to Israel by Physicians for Human Rights. ","18",289
"290",289,"Conduct suicide, car, or other non-military bombing","183",-10,578,585,"Use improvised explosives or makeshift bombs not otherwise specified. ","Aerial bombings that involve the use of aircrafts are coded as 195 instead. ","Irish nationalist guerrillas wounded two British soldiers in a bomb attack on Thursday, police said. ","18",290
"291",290,"Carry out suicide bombing","1831",-10,579,580,"Carry out bomb attack with the intention of causing own death as well as other casualties. ","Not every attack that results in the assailant’s death is necessarily a suicide attack; we rely on the terminology used by reporters to make that call—we code bombings as suicide bombings if the report identifies it as such. ","Two Palestinian suicide bombers killed 23 people as well as themselves late Sunday when they blew themselves up in Tel Aviv in the second-worst attack in the current Palestinian uprising, police said. ","18",291
"292",291,"Carry out car bombing","1832",-10,581,582,"Blow up a car or other vehicle to cause damage to surroundings. ","If a car bombing is also known to have been a suicide attack, the suicide component takes precedence and the event is coded as 1831. ","A prominent anti-Syria journalist has been killed in a car bomb explosion in a residential sector of mostly Christian eastern Beirut. ","18",292
"293",292,"Carry out roadside bombing","1833",-10,583,584,"Detonate explosives on the roadside to cause damage and casualties to passers-by. ","These bombs or explosives are typically left along the roads by assailants long before they are detonated, hence reports of such attacks can rarely credibly identify the actors responsible for placing those explosives. Therefore, the particular locations of such attacks are typically coded as source actors. ","A roadside bombing near the town of Samarra on Sunday killed one U.S. soldier and wounded two others, the military said. ","18",293
"294",293,"Use as human shield","184",-8,586,587,"Use civilians as buffer on the front lines or in other dangerous environments. ",NA,"The Sri Lankan army has been holding thousands of Tamil civilian refugees as human shields in the battle zones of the southern sector of the Jaffna peninsula, according to a press release by the Liberation Tigers. ","18",294
"295",294,"Attempt to assassinate","185",-8,588,589,"Attempt but fail to kill politically significant and influential persons. ","Use this code only when an assassination attempt or targeted killing is foiled; when assassinations are successfully carried out, 186 is used instead. This distinction is made because consequences of these two types of events could be significantly different. The source of this event would ideally be the assailant; however, in many cases this information will not be available and the location of the attack would be coded as the source instead. ","An attempt to assassinate deputy governor of the Tyumen region, Oleg Chemezov, was thwarted in Khanty-Mansiysk (Siberia), the city’s police reported. ","18",295
"296",295,"Assassinate","186",-10,590,591,"Kill politically significant and influential persons. ","Use this event form to code targeted killings and assassinations of politically influential elites or leaders. ","Hezbollah guerrillas killed the deputy chief of Israel’s militia ally in southern Lebanon Sunday sources on both sides said. Note: This example is coded as an assassination because of the position the victim held (which is explicitly reported). ","18",296
"297",296,"FIGHT","19",-10,593,608,NA,NA,NA,"19",297
"298",297,"Use conventional military force","190",-10,594,595,"All uses of conventional force and acts of war typically by organized armed groups not otherwise specified. ","This residual category is not coded except when distinctions among codes 191-196 cannot be made. In addition to unspecified acts of fighting, “killings” of any kind when the weapons used are not specified should also be coded here. When news leads refer to acts of killing that take place during an attack or some form of military engagement as “murders”, those should still be coded here. However, murders in general—as criminal acts with no political connotations—are not coded under the CAMEO framework. The first example below illustrates how one can differentiate between these two different uses of the verb “murder”. ","One Serb policeman was murdered in an attack on a police patrol by Kosovo Albanians near the border with Kosovo, state agency Tanjug reported Sunday. ","19",298
"299",298,"Impose blockade, restrict movement","191",-9.5,596,597,"Prevent entry into and/or exit from a territory using armed forces. ","Note that this event form is different from code 144 (‘Obstruct physically’), which refers to civilian protest activities that seek to disrupt routine and normal proceedings. ","Israel Friday reimposed blockades in the West Bank following the shooting deaths of two Israelis a day earlier, a military spokesman announced. ","19",299
"300",299,"Occupy territory","192",-9.5,598,599,"Occupy, seize control of a territory using armed forces. ",NA,"Vietnamese-led forces have retaken a strategic village in Western Kampuchea after fierce fighting with guerrillas who overran it late last month, Thai military sources said today. ","19",300
"301",300,"fight with small arms and light weapons","193",-10,600,601,"Attack using small arms and light weapons such as rifles, machine-guns, and mortar shells. ","Small arms include revolvers and self-loading pistols, rifles and carbines, sub-machine guns, assault rifles and light machine-guns. Light weapons include heavy-machine guns, hand-held under-barrel and mounted grenade launchers, portable anti-aircraft guns, portable anti-tank guns, recoilless rifles, portable launchers of anti-tank missile and rocket systems, portable launchers of anti-aircraft missile system, and mortars of calibers less than 100 mm. ","Sudanese rebels shelled the southern regional capital Juba for the first time in a year on Sunday and Monday, killing about 20 people, relief officials in Nairobi said. ","19",301
"302",301,"fight with artillery and tanks","194",-10,602,603,"Attack using artillery, tanks, and rocket fire. ","Use this event form to code military engagements that involve the use of guns of large caliber that are too heavy to carry, such as cannon or missile launchers that are not portable, and tanks and/or warships. When both small arms or light weapons and heavy weaponry are used, this code takes precedence. ","Vietnamese-led forces launched artillery, mortar, and rocket fire against Kampuchean guerrilla camps near the eastern Thai border today, killing or wounding 50, Thai military sources said. ","19",302
"303",302,"Employ aerial weapons","195",-10,604,605,"Attack, bomb from air. ","Use this event form to code bombings that involve the use of military air-crafts. When both aerial and other small types of weapons are used, this code takes precedence. ","Soviet aircraft including helicopter gunships killed 46 Afghan civilians in an attack on a village in the western province of Heart. ","19",303
"304",303,"Violate ceasefire","196",-9.5,606,607,"Reinitiate fighting in the midst of a formal or informal ceasefire or truce. ","Regardless of how the ceasefire is broken and what kinds of weapons are used, all ceasefire and truce violations are coded here. ","Both the Phillippines military and the Moro Islamic Liberation Front are guilty of violating the ceasefire agreement signed in March 2001, according to a group that conducted simultaneous fact-finding missions in Lanao, Maguindanao, and Cotabato provinces last week. Note: Two reciprocal events of the same type are coded. ","19",304
"305",304,"USE UNCONVENTIONAL MASS VIOLENCE","20",-10,609,624,NA,NA,NA,"20",305
"306",305,"Use unconventional mass violence","200",-10,610,611,"All uses of unconventional force that are meant to cause mass destruction, casualties, and suffering not otherwise specified. ","This residual category is not coded except when distinctions among codes 201-204 cannot be made. ",NA,"20",306
"307",306,"Engage in mass expulsion","201",-9.5,612,613,"Force large groups of people or populations out of some territory. ","Note that this event form is different from expulsions of diplomats (161), international or non-governmental groups (166), and legal deportations (174). Mass expulsions coded here are typically carried out with the intention of clearing out a particular group of people out of a specific area. ","The Israeli army forced out on Wednesday more than 1,000 Palestinian refugees from their homes in a West Bank refugee camp during a 48-hour search for militants, residents said. ","20",307
"308",307,"Engage in mass killings","202",-10,614,615,"Kill a substantial number of people, typically with the intention of ridding a territory of a particular group of people. ","Politically motivated mass killings and genocides are coded here, relying primarily on the specific terminology used by reporters to identify an event that involves “mass” killings. ","Sudan’s government is responsible for mass killings and other atrocities in the Darfur region, according to a United Nations report. ","20",308
"309",308,"Engage in ethnic cleansing","203",-10,616,617,"Use mass expulsions and/or mass killings targeting a specific ethnic group. ","When a report identifies mass expulsions or mass killings as being motivated ","Serb forces were engaged in ethnic cleansing in Kosovo against the majority Albanian population of the province, according to the US government. ","20",309
"310",309,"Use weapons of mass destruction","204",-10,618,623,"Attack with unconventional weapons that are meant to cause massive destruction and casualties. ",NA,NA,"20",310
"311",310,"Use chemical, biological, or radiological weapons","2041",-10,619,620,"Attack using chemical, biological, or radiological weapons. ",NA,NA,"20",311
"312",311,"Detonate nuclear weapons","2042",-10,621,622,"Attack using nuclear weapons. ",NA,NA,"20",312
